Sheet,Sector,Metric,Category,Total Growth 2000–2023,Year,Value
Electricity1,Electricity,Energy Use,Activity,,2000,
Electricity1,Electricity,Energy Use,Activity,,2001,
Electricity1,Electricity,Energy Use,Activity,,2002,
Electricity1,Electricity,Energy Use,Activity,,2003,
Electricity1,Electricity,Energy Use,Activity,,2004,
Electricity1,Electricity,Energy Use,Activity,,2005,
Electricity1,Electricity,Energy Use,Activity,,2006,
Electricity1,Electricity,Energy Use,Activity,,2007,
Electricity1,Electricity,Energy Use,Activity,,2008,
Electricity1,Electricity,Energy Use,Activity,,2009,
Electricity1,Electricity,Energy Use,Activity,,2010,
Electricity1,Electricity,Energy Use,Activity,,2011,
Electricity1,Electricity,Energy Use,Activity,,2012,
Electricity1,Electricity,Energy Use,Activity,,2013,
Electricity1,Electricity,Energy Use,Activity,,2014,
Electricity1,Electricity,Energy Use,Activity,,2015,
Electricity1,Electricity,Energy Use,Activity,,2016,
Electricity1,Electricity,Energy Use,Activity,,2017,
Electricity1,Electricity,Energy Use,Activity,,2018,
Electricity1,Electricity,Energy Use,Activity,,2019,
Electricity1,Electricity,Energy Use,Activity,,2020,
Electricity1,Electricity,Energy Use,Activity,,2021,
Electricity1,Electricity,Energy Use,Activity,,2022,
Electricity1,Electricity,Energy Use,Activity,,2023,
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2000,1082.805
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2000,106887.8
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2001,1109.539
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2001,102741.8
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2002,1138.387
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2002,101754.3
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2003,1118.648
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2003,100826.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2004,1046.511
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2004,91791.8
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2005,1062.65301
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2005,94483.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2006,1014.523
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2006,87759.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2007,1075.46401
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2007,97256.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2008,1015.76699
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2008,91383.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2009,849.052
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2009,76683.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2010,853.61802
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2010,78149.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2011,742.32998
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2011,72191.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2012,683.64197
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2012,62767.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2013,689.52498
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2013,63791.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2014,650.61202
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2014,61589.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2015,622.21803
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2015,57770.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2016,624.90798
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2016,57903.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2017,621.18201
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2017,55918.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2018,481.52102
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2018,47040.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2019,462.782
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2019,44534.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2020,382.20701
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2020,35940.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2021,346.48601
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2021,32019.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2022,275.24501000000004
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2022,24391.0
Electricity1,Electricity,Energy Use,Coal,-0.7755736166715151,2023,243.01001000000002
Electricity1,Electricity,Energy Use,Coal,-0.7959823291339143,2023,21807.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2000,7.84
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2000,802.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2001,8.933
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2001,780.1
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2002,7.721
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2002,722.9
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2003,8.419
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2003,862.4
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2004,8.861
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2004,894.4
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2005,10.697
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2005,844.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2006,9.29
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2006,674.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2007,11.86
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2007,910.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2008,9.534
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2008,809.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2009,9.859
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2009,888.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2010,9.899
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2010,1084.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2011,9.609
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2011,1049.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2012,10.621
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2012,1132.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2013,9.904
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2013,1145.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2014,11.544
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2014,1240.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2015,13.392
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2015,1279.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2016,14.801
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2016,1404.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2017,14.074
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2017,1148.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2018,15.075
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2018,1516.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2019,14.025
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2019,1299.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2020,13.155
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2020,1223.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2021,13.802
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2021,1237.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2022,14.501
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2022,1325.0
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.9559948979591839,2023,15.335
Electricity1,Electricity,Energy Use,"Diesel Fuel Oil, Light Fuel Oil and Kerosene",0.6359102244389028,2023,1312.0
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2000,0.13427012610432934
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2001,0.13866713188172244
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2002,0.13276002992625316
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2003,0.13016589599609377
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2004,0.13310961411666725
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2005,0.12856527273911486
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2006,0.13117462110200845
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2007,0.12694456380857427
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2008,0.11979007839410859
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2009,0.12026584758695238
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2010,0.11876228297526856
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2011,0.11748671216562842
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2012,0.12063916460065902
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2013,0.12408889237264459
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2014,0.12036511011627558
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2015,0.1174036455335687
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2016,0.11304908528198074
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2017,0.11182174334756666
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2018,0.10693042541943741
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2019,0.10408037099678105
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2020,0.10305585602202341
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2021,0.10108886376141739
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2022,0.09823884129967778
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/$2017)a,b,c",-0.2553675842998304,2023,0.09998188835743316
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2000,6252.5976690674
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2001,6498.147871021553
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2002,6413.0897173293015
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2003,6548.52878525427
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2004,6608.418911440957
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2005,6587.661357373469
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2006,6767.026349513637
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2007,6667.909318614752
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2008,6593.8054542247
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2009,6425.83151873441
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2010,6565.931301791879
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2011,6326.15684692553
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2012,6348.223790798054
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2013,6407.964478758116
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2014,6475.863928604804
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2015,6464.220493997768
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2016,6422.70575500656
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2017,6419.246683615712
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2018,6342.9071706677005
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2019,6349.862264088139
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2020,5902.127194702921
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2021,5814.001044482104
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2022,5679.75891673527
Electricity1,Electricity,Energy Use,"Energy Intensity (GJ/GWh)a,b",-0.06713289853643012,2023,5832.842664160778
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2000,27279.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2001,26683.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2002,28069.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2003,28672.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2004,28817.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2005,30707.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2006,30272.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2007,32096.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2008,33676.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2009,31454.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2010,32024.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2011,32748.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2012,31865.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2013,32213.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2014,33283.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2015,33707.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2016,34896.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2017,35363.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2018,35941.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2019,36658.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2020,36325.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2021,36348.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2022,37240.0
Electricity1,Electricity,Energy Use,GDP (million $ 2017)c,0.3258917115730049,2023,36169.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2000,114.755
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2000,11617.4
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2001,141.162
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2001,14011.9
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2002,115.79
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2002,13535.2
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2003,141.28
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2003,16937.3
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2004,134.759
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2004,16797.1
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2005,85.579
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2005,14449.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2006,58.187
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2006,8922.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2007,65.433
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2007,10258.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2008,57.498
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2008,8285.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2009,53.89
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2009,8199.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2010,31.331
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2010,5330.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2011,23.712
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2011,4560.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2012,21.957
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2012,4642.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2013,19.796
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2013,4877.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2014,29.888
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2014,2985.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2015,32.495
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2015,3165.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2016,31.262
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2016,2905.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2017,29.201
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2017,2346.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2018,25.271
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2018,2051.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2019,21.908
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2019,1735.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2020,18.691
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2020,1498.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2021,19.327
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2021,1476.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2022,25.969
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2022,2020.0
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8253060868807459,2023,20.047
Electricity1,Electricity,Energy Use,Heavy Fuel Oil,-0.8663212078434073,2023,1553.0
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2000,1277.3232
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2000,354811.99
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2001,1187.5716100000002
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2001,329880.99
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2002,1248.90128
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2002,346917.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2003,1204.41604
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2003,334560.0
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2004,1215.3816299999999
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2004,337606.0
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2005,1290.40571
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2005,358446.02
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2006,1258.0848500000002
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2006,349468.0
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2007,1310.5981000000002
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2007,364055.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2008,1345.75928
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2008,373822.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2009,1314.39599
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2009,365109.99
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2010,1252.73159
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2010,347980.98
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2011,1339.47731
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2011,372077.02
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2012,1355.6701
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2012,376575.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2013,1396.7316899999998
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2013,387981.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2014,1363.62969
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2014,378786.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2015,1362.53525
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2015,378482.0
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2016,1374.07691
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2016,381688.02
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2017,1406.70369
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2017,390751.01
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2018,1375.72201
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2018,382144.99
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2019,1361.02323
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2019,378062.0
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2020,1378.04104
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2020,382789.16
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2021,1363.37402
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2021,378714.99
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2022,1417.88845
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2022,393857.89
Electricity1,Electricity,Energy Use,Hydro,0.006838543291157739,2023,1286.05823
Electricity1,Electricity,Energy Use,Hydro,0.006838551312767116,2023,357238.39
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2000,328.491
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2000,32945.4
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2001,350.724
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2001,38899.2
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2002,323.049
Electricity1,Electricity,Energy Use,Natural Gas,1.886685242856362,2002,35688.3
Electricity1,Electricity,Energy Use,Natural Gas,1.951463053782296,2003,355.058
