Sheet,Sector,Metric,Category,Total Growth 2000–2023,Year,Value
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2016,974757.898439
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2017,1010924.008109
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2018,1011379.206497
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2019,1028745.586325
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2020,964043.765139
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2021,996625.966929
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2022,1009119.218521
Freight1,Freight,Energy Use,"Total Tonne-kilometres (millions)a, b, c, d, e",0.30450713163931864,2023,1011600.36205
Freight3,Freight,GHG Emissions,Activity,,2000,
Freight3,Freight,GHG Emissions,Activity,,2001,
Freight3,Freight,GHG Emissions,Activity,,2002,
Freight3,Freight,GHG Emissions,Activity,,2003,
Freight3,Freight,GHG Emissions,Activity,,2004,
Freight3,Freight,GHG Emissions,Activity,,2005,
Freight3,Freight,GHG Emissions,Activity,,2006,
Freight3,Freight,GHG Emissions,Activity,,2007,
Freight3,Freight,GHG Emissions,Activity,,2008,
Freight3,Freight,GHG Emissions,Activity,,2009,
Freight3,Freight,GHG Emissions,Activity,,2010,
Freight3,Freight,GHG Emissions,Activity,,2011,
Freight3,Freight,GHG Emissions,Activity,,2012,
Freight3,Freight,GHG Emissions,Activity,,2013,
Freight3,Freight,GHG Emissions,Activity,,2014,
Freight3,Freight,GHG Emissions,Activity,,2015,
Freight3,Freight,GHG Emissions,Activity,,2016,
Freight3,Freight,GHG Emissions,Activity,,2017,
Freight3,Freight,GHG Emissions,Activity,,2018,
Freight3,Freight,GHG Emissions,Activity,,2019,
Freight3,Freight,GHG Emissions,Activity,,2020,
Freight3,Freight,GHG Emissions,Activity,,2021,
Freight3,Freight,GHG Emissions,Activity,,2022,
Freight3,Freight,GHG Emissions,Activity,,2023,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2000,0.0
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2000,0.0
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2001,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2001,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2002,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2002,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2003,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2003,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2004,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2004,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2005,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2005,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2006,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2006,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2007,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2007,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2008,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2008,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2009,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2009,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2010,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2010,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2011,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2011,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2012,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2012,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2013,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2013,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2014,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2014,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2015,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2015,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2016,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2016,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2017,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2017,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2018,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2018,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2019,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2019,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2020,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2020,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2021,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2021,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2022,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2022,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2023,
Freight3,Freight,GHG Emissions,Biodiesel Fuel,–,2023,
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2000,473.054329
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2000,33.571328
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2001,460.624538
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2001,32.714659
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2002,459.00884
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2002,32.614316
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2003,505.426643
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2003,35.926519
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2004,531.144012
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2004,37.767658
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2005,557.280748
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2005,39.635678
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2006,556.876579
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2006,39.618347
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2007,583.256417
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2007,41.504738
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2008,594.221117
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2008,42.293507
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2009,596.21694
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2009,42.440024
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2010,627.42768
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2010,44.669908
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2011,648.977348
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2011,46.208604
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2012,641.513664
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2012,45.681227
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2013,646.571651
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2013,46.044025
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2014,638.705664
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2014,45.487183
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2015,596.737946
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2015,42.498552
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2016,556.436119
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2016,39.628428
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2017,586.05173
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2017,41.737663
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2018,614.461091
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2018,43.761042
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2019,605.636167
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2019,43.13258
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2020,534.046539
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2020,37.984647
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2021,584.108626
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2021,41.545217
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2022,610.831736
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2022,43.445797
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.24914317611075076,2023,590.912587
Freight3,Freight,GHG Emissions,Diesel Fuel Oil,0.25210518928533276,2023,42.034834
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2000,2.96137
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2001,3.034782
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2002,2.999286
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2003,2.968398
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2004,2.943186
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2005,2.915061
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2006,2.977088
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2007,3.071516
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2008,3.122673
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2009,3.339932
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2010,3.25246
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2011,3.201111
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2012,3.092359
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2013,3.023308
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2014,2.851245
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2015,2.682238
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2016,2.484768
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2017,2.535262
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2018,2.828994
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2019,2.734157
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2020,2.641932
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2021,2.644309
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2022,2.642154
Freight3,Freight,GHG Emissions,Energy Intensity (MJ/Tkm)a,-0.1025099869317242,2023,2.6578
Freight3,Freight,GHG Emissions,Ethanol,–,2000,
Freight3,Freight,GHG Emissions,Ethanol,–,2000,
Freight3,Freight,GHG Emissions,Ethanol,–,2001,
Freight3,Freight,GHG Emissions,Ethanol,–,2001,
Freight3,Freight,GHG Emissions,Ethanol,–,2002,
Freight3,Freight,GHG Emissions,Ethanol,–,2002,
Freight3,Freight,GHG Emissions,Ethanol,–,2003,
Freight3,Freight,GHG Emissions,Ethanol,–,2003,
Freight3,Freight,GHG Emissions,Ethanol,–,2004,
Freight3,Freight,GHG Emissions,Ethanol,–,2004,
Freight3,Freight,GHG Emissions,Ethanol,–,2005,1.239047
Freight3,Freight,GHG Emissions,Ethanol,–,2005,0.085248
Freight3,Freight,GHG Emissions,Ethanol,–,2006,1.385372
Freight3,Freight,GHG Emissions,Ethanol,–,2006,0.09462
Freight3,Freight,GHG Emissions,Ethanol,–,2007,6.036657
Freight3,Freight,GHG Emissions,Ethanol,–,2007,0.411281
Freight3,Freight,GHG Emissions,Ethanol,–,2008,6.210258
Freight3,Freight,GHG Emissions,Ethanol,–,2008,0.421488
Freight3,Freight,GHG Emissions,Ethanol,–,2009,7.260141
Freight3,Freight,GHG Emissions,Ethanol,–,2009,0.490666
Freight3,Freight,GHG Emissions,Ethanol,–,2010,9.597128
Freight3,Freight,GHG Emissions,Ethanol,–,2010,0.64657
Freight3,Freight,GHG Emissions,Ethanol,–,2011,14.276357
Freight3,Freight,GHG Emissions,Ethanol,–,2011,0.957612
Freight3,Freight,GHG Emissions,Ethanol,–,2012,15.582771
Freight3,Freight,GHG Emissions,Ethanol,–,2012,1.041542
Freight3,Freight,GHG Emissions,Ethanol,–,2013,14.440332
Freight3,Freight,GHG Emissions,Ethanol,–,2013,0.962574
Freight3,Freight,GHG Emissions,Ethanol,–,2014,15.6925
Freight3,Freight,GHG Emissions,Ethanol,–,2014,1.043189
Freight3,Freight,GHG Emissions,Ethanol,–,2015,
Freight3,Freight,GHG Emissions,Ethanol,–,2015,
Freight3,Freight,GHG Emissions,Ethanol,–,2016,
Freight3,Freight,GHG Emissions,Ethanol,–,2016,
Freight3,Freight,GHG Emissions,Ethanol,–,2017,
Freight3,Freight,GHG Emissions,Ethanol,–,2017,
Freight3,Freight,GHG Emissions,Ethanol,–,2018,
Freight3,Freight,GHG Emissions,Ethanol,–,2018,
Freight3,Freight,GHG Emissions,Ethanol,–,2019,
Freight3,Freight,GHG Emissions,Ethanol,–,2019,
Freight3,Freight,GHG Emissions,Ethanol,–,2020,
Freight3,Freight,GHG Emissions,Ethanol,–,2020,
Freight3,Freight,GHG Emissions,Ethanol,–,2021,
Freight3,Freight,GHG Emissions,Ethanol,–,2021,
Freight3,Freight,GHG Emissions,Ethanol,–,2022,
Freight3,Freight,GHG Emissions,Ethanol,–,2022,
Freight3,Freight,GHG Emissions,Ethanol,–,2023,
Freight3,Freight,GHG Emissions,Ethanol,–,2023,
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2000,711.108563
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2001,710.130523
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2002,703.952707
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2003,765.452885
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2004,809.280174
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2005,823.541704
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2006,839.913786
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2007,876.25019
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2008,891.724108
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2009,904.623758
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2010,951.75061
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2011,968.286268
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2012,969.133276
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2013,989.440893
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2014,981.026056
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2015,946.955891
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2016,925.2887
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2017,960.362504
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2018,998.412597
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2019,998.312067
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2020,843.320508
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2021,915.72109
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2022,963.062401
Freight3,Freight,GHG Emissions,Freight Road Transportation Energy Use (PJ)a,0.33616492535472386,2023,950.15832
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2000,49.97136
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2001,49.909339
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2002,49.551422
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2003,53.894995
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2004,56.903172
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2005,57.934332
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2006,58.973676
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2007,61.48132
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2008,62.512357
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2009,63.35758
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2010,66.619945
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2011,67.758213
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2012,67.740318
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2013,69.103034
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2014,68.47011
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2015,66.023606
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2016,64.403084
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2017,66.876849
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2018,69.541257
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2019,69.494335
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2020,59.686536
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2021,64.819769
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2022,68.172121
Freight3,Freight,GHG Emissions,"Freight Road Transportation GHG Emissions (Mt of CO2e)a,b",0.34210707893481396,2023,67.066916
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2000,70.272477
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2001,70.281923
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2002,70.390271
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2003,70.409291
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2004,70.313315
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2005,70.347781
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2006,70.213964
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2007,70.164116
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2008,70.1028
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2009,70.037493
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2010,69.997271
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2011,69.977459
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2012,69.897835
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2013,69.840487
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2014,69.794384
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2015,69.721944
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2016,69.603231
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2017,69.637089
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2018,69.651822
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2019,69.611835
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2020,70.775625
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2021,70.785493
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2022,70.786816
Freight3,Freight,GHG Emissions,"GHG Intensity (tonne/TJ)a,b",0.004447174958696953,2023,70.584991
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2000,229.449973
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2000,15.877764
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2001,240.276717
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2001,16.634681
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2002,238.552714
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2002,16.549686
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2003,253.752622
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2003,17.588404
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2004,271.586565
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2004,18.738757
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2005,259.987082
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2005,17.908975
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2006,275.453769
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2006,18.885238
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2007,279.670489
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2007,19.123612
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2008,283.798913
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2008,19.34322
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2009,294.101041
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2009,20.00044
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2010,307.673964
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2010,20.877296
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2011,297.384325
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2011,20.13036
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2012,304.166733
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2012,20.542354
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2013,321.953346
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2013,21.705638
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2014,320.849017
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2014,21.593069
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2015,344.368355
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2015,23.174134
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2016,362.439394
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2016,24.389249
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2017,367.994659
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2017,24.759618
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2018,377.347446
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2018,25.387689
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2019,385.919363
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2019,25.962487
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2020,303.411288
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2020,21.354402
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2021,325.318602
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2021,22.899954
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2022,345.635728
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2022,24.330832
Freight3,Freight,GHG Emissions,Motor Gasoline,0.5369795707058114,2023,352.659921
Freight3,Freight,GHG Emissions,Motor Gasoline,0.551557259573829,2023,24.63526
